model,threshold,auc_micro,ap_micro,auc_macro,ap_macro,f1_micro,f1_macro,positive_rate,auc_micro_ci_low,auc_micro_ci_high,ap_micro_ci_low,ap_micro_ci_high,f1_macro_ci_low,f1_macro_ci_high
cnn,0.49999999999999994,0.6335207519588488,0.07834928037353998,0.6310907134666851,0.07800381335137685,0.12957541124319494,0.11793800160430222,0.051738095238095236,0.6274074969370464,0.6392511574374172,0.07545182921171362,0.08084772725224082,0.11497138228258143,0.1205108918385097
